user_id,time,parameters
5242553095243340,2021-01-10 15:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
1435157110068127,2021-01-10 15:22:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
7613202184378929,2021-01-10 15:32:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
5735692431822188,2021-01-10 15:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
3384306590619280,2021-01-10 15:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
0047756149610648,2021-01-10 16:12:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
0617906502091564,2021-01-10 16:07:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
8556866030892925,2021-01-10 15:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
2097113285759668,2021-01-10 17:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
7853681253697120,2021-01-10 15:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2336069312104837,2021-01-10 16:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
5412681971132195,2021-01-10 15:47:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
1698127040926742,2021-01-10 15:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7853681253697120,2021-01-10 17:07:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
1633906321753440,2021-01-10 17:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8584357659070233,2021-01-10 15:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
6666198905569109,2021-01-10 15:42:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
5048127603568483,2021-01-10 16:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
4840494134521309,2021-01-10 17:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
5083294258168559,2021-01-10 15:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2831034806771485,2021-01-10 17:12:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
0394624829974910,2021-01-10 15:42:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
5905102306956449,2021-01-10 15:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
1027729485933753,2021-01-10 17:37:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
5048127603568483,2021-01-10 17:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
0941294198930064,2021-01-10 15:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
5993757734645223,2021-01-10 16:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
7381394824779944,2021-01-10 17:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
6305093454013531,2021-01-10 16:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
3021323475801991,2021-01-10 17:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
2363368386690053,2021-01-10 16:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
2014199503591823,2021-01-10 15:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
7820999237627372,2021-01-10 16:37:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8427379704267807,2021-01-10 17:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
9741150673749644,2021-01-10 17:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
5490049897418789,2021-01-10 17:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
8403432579419442,2021-01-10 15:22:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
9627628385009179,2021-01-10 15:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
9229288830491223,2021-01-10 17:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
4183421451529846,2021-01-10 16:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7088503750482426,2021-01-10 17:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
4081406061642416,2021-01-10 16:47:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
0452256167773857,2021-01-10 16:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7361882005644791,2021-01-10 17:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
4003334787946571,2021-01-10 17:37:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
8998077951907456,2021-01-10 16:07:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
7846119332624202,2021-01-10 15:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
9851326575138735,2021-01-10 17:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
3799640532463889,2021-01-10 16:47:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
2363368386690053,2021-01-10 15:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
3903073237154138,2021-01-10 16:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2940889656837146,2021-01-10 15:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
1219257178970798,2021-01-10 17:37:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2655178956749734,2021-01-10 15:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
9221785111024495,2021-01-10 15:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
5594435203744050,2021-01-10 17:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
7711783680935265,2021-01-10 17:07:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2501652770784568,2021-01-10 16:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
7143965242339839,2021-01-10 16:47:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
5856364310486875,2021-01-10 15:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8364353089487424,2021-01-10 16:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
1027729485933753,2021-01-10 16:32:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
1810565954127141,2021-01-10 17:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
0479773018126308,2021-01-10 17:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
9459243475351642,2021-01-10 17:02:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
5747067127171224,2021-01-10 17:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7817584580028052,2021-01-10 17:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7061628884700689,2021-01-10 16:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
0163676172106428,2021-01-10 17:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
5083294258168559,2021-01-10 16:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
4183421451529846,2021-01-10 15:47:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
5905102306956449,2021-01-10 15:42:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
8584357659070233,2021-01-10 16:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8427379704267807,2021-01-10 17:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
4605974215359835,2021-01-10 16:47:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
1916760808122031,2021-01-10 17:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7381394824779944,2021-01-10 16:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
1125802294773701,2021-01-10 16:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
7879375873079408,2021-01-10 16:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
2421568197535319,2021-01-10 15:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
7290544756133874,2021-01-10 16:57:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
5993319659603638,2021-01-10 16:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
2141777509920493,2021-01-10 15:32:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
5242553095243340,2021-01-10 15:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
3737314824279577,2021-01-10 17:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
3488107270261991,2021-01-10 16:02:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
1049318939783867,2021-01-10 16:07:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2362364537152209,2021-01-10 15:47:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
9286023183408159,2021-01-10 16:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
1797796668900431,2021-01-10 16:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
9609193768819008,2021-01-10 17:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
1968324141279885,2021-01-10 15:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2681041168275867,2021-01-10 15:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
1518643888084904,2021-01-10 17:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
1955559622932970,2021-01-10 16:42:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
3092003306601195,2021-01-10 15:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
6110153048318416,2021-01-10 16:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
1383697407333771,2021-01-10 15:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2778501224711726,2021-01-10 15:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
3036510022636716,2021-01-10 17:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
5083294258168559,2021-01-10 15:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
0047756149610648,2021-01-10 15:52:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
9741150673749644,2021-01-10 16:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
6521183669054437,2021-01-10 15:47:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
5875777093906150,2021-01-10 15:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
2758592767478066,2021-01-10 16:02:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
1322042992856264,2021-01-10 17:12:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
6139295604744510,2021-01-10 17:32:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
6110153048318416,2021-01-10 15:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
2979611987385836,2021-01-10 17:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
2101958631998774,2021-01-10 16:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
4650546738542549,2021-01-10 16:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
6282531292812548,2021-01-10 17:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8126987019472583,2021-01-10 16:47:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
3004174258038227,2021-01-10 15:57:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2831034806771485,2021-01-10 15:22:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
0452256167773857,2021-01-10 15:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
6947114025797003,2021-01-10 15:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
8368704978929880,2021-01-10 17:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
2831034806771485,2021-01-10 17:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
7400556050407387,2021-01-10 15:42:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
0013233020914202,2021-01-10 17:37:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7143965242339839,2021-01-10 16:07:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
7143965242339839,2021-01-10 15:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
6045066466956590,2021-01-10 15:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
0007660482982975,2021-01-10 17:07:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
0949109072501778,2021-01-10 16:12:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
5379411365412365,2021-01-10 15:52:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
7863506412249178,2021-01-10 16:52:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
5993319659603638,2021-01-10 15:37:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
7290544756133874,2021-01-10 17:07:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
7324349962944705,2021-01-10 17:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
2096851019671825,2021-01-10 17:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
2998768682952328,2021-01-10 16:32:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
2831034806771485,2021-01-10 16:07:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
6894251258616707,2021-01-10 16:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
9053099646433561,2021-01-10 15:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
2336069312104837,2021-01-10 16:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
6095137449242795,2021-01-10 16:47:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
8206614646090483,2021-01-10 16:57:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
0163676172106428,2021-01-10 16:02:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
1518643888084904,2021-01-10 17:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
9741150673749644,2021-01-10 17:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
7061628884700689,2021-01-10 15:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
3004174258038227,2021-01-10 16:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8144025764010846,2021-01-10 17:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
2227691610618910,2021-01-10 15:52:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
1383697407333771,2021-01-10 16:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
0984798055927264,2021-01-10 15:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
0044306948485210,2021-01-10 16:37:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
7846119332624202,2021-01-10 15:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8192971483108365,2021-01-10 15:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
0848198254971235,2021-01-10 17:27:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
6058566912484476,2021-01-10 15:52:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
0452256167773857,2021-01-10 15:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
5133338322016794,2021-01-10 15:32:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
8126987019472583,2021-01-10 17:22:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
9549588454873580,2021-01-10 17:22:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
9576730045374012,2021-01-10 15:17:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'SignUp'}}"
0913696417985308,2021-01-10 16:12:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
8175239390877469,2021-01-10 15:42:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
3311544696226252,2021-01-10 16:57:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2468981156568225,2021-01-10 15:17:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
7523679146100880,2021-01-10 16:47:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': '/'}}"
2227691610618910,2021-01-10 16:12:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
2097113285759668,2021-01-10 16:27:54,"{'event_name': 'Open Page', 'event_desc': {'page_name': 'Login'}}"
5349975568797477,2021-01-10 16:52:54,"{'event_name': 'Click Button', 'event_desc': {'button_name': 'Contact'}}"
